,F1 - 415nm/Violet,F2 - 445nm/Indigo,F3 - 480nm/Blue,F4 - 515nm/Cyan,F5 - 555nm/Green,F6 - 590nm/Yellow,F7 - 630nm/Orange,F8 - 680nm/Red,F9 - 910/DarkRed
1731114835,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0
