,F1 - 415nm/Violet,F2 - 445nm/Indigo,F3 - 480nm/Blue,F4 - 515nm/Cyan,F5 - 555nm/Green,F6 - 590nm/Yellow,F7 - 630nm/Orange,F8 - 680nm/Red,F9 - 910/DarkRed
1731115186,319.0,1952.0,966.0,2362.0,2660.0,2072.0,1364.0,518.0,197
