,F1 - 415nm/Violet,F2 - 445nm/Indigo,F3 - 480nm/Blue,F4 - 515nm/Cyan,F5 - 555nm/Green,F6 - 590nm/Yellow,F7 - 630nm/Orange,F8 - 680nm/Red,F9 - 910/DarkRed
1731116016,867.0,4714.0,1531.0,3572.0,4236.0,3328.0,2211.0,870.0,330
