,F1 - 415nm/Violet,F2 - 445nm/Indigo,F3 - 480nm/Blue,F4 - 515nm/Cyan,F5 - 555nm/Green,F6 - 590nm/Yellow,F7 - 630nm/Orange,F8 - 680nm/Red,F9 - 910/DarkRed
1731535287,673.0,4113.0,1529.0,3403.0,3537.0,2613.0,1849.0,831.0,269
